LAYER0,CL_00,96;90
LAYER0,CL_01,93;91
LAYER0,CL_02,192;210;180
LAYER0,CL_03,173;195;213
LAYER0,CL_04,84;78
LAYER0,CL_06,152;188
LAYER0,CL_07,217
LAYER0,CL_08,176;196
LAYER0,CL_09,215;199
LAYER0,CL_16,159
LAYER1,CL_05,75;CL_00;95;106;85;104;CL_02;89;CL_03
LAYER1,CL_10,CL_04;77
LAYER1,CL_11,111;CL_07;80
LAYER1,CL_12,197;CL_08;177
LAYER1,CL_14,CL_06;100
LAYER1,CL_17,97;CL_09
LAYER2,CL_13,194;CL_05;172
LAYER2,CL_15,CL_11
LAYER2,CL_18,CL_12
